sentiment,message,tweetid,predicted_sentiment,confidence_score
2,RT @grist: .@LeoDiCaprioÃ¢â‚¬â„¢s new climate change film is now streaming https://t.co/fyeAxAr54C #BeforeTheFlood https://t.co/UYRZXfVWn2,793158509265387520,neutral,0.8065248131752014
1,A huge climate change victory just happened in Rwanda Ã¢â‚¬â€ and few peopleÃ‚ noticed https://t.co/bUNb0tPnfP https://t.co/u7JwYEWChC,793158687225356288,positive,0.9369077086448669
0,"@annaa_page I asked my dad to watch this documentary that just came out on climate change, and legit turned it into a trump vs hillary thing",793158746629345280,neutral,0.6706652045249939
1,RT @NiaAmari__: When everyone's glad it's 80 degree weather in October but you can't stop thinking about global warming https://t.co/g7oaRtÃ¢â‚¬Â¦,793159873450106881,neutral,0.5081530213356018
0,"RT @explicithooker: me: Leo come over
Leo: i can't im busy
me: my friend said global warming isn't real
Leo: https://t.co/kveRTYlpIi",793160239801479168,neutral,0.7932006120681763
0,"@chefBOYERdee1 Al Gore, creator of the internet and global warming.",793160340515106816,neutral,0.6091083288192749
1,RT @eiratansey: Prepping for my talk at #pasignyc and thinking about how #NoDAPL is not just about climate change or water but abouÃ¢â‚¬Â¦,793160405036171264,neutral,0.8773363828659058
1,RT @MattMcGorry: Important article on need 2 not make #NoDAPL JUST about climate change thus erasing the struggle for Native rightsÃ¢â‚¬Â¦,793160889989857280,neutral,0.6831594705581665
0,"RT @CatalyticRxn: Trend is toward increased acceptance of climate change, but acceptance that it's human-caused is flat. #science2016electiÃ¢â‚¬Â¦",793161741563666432,neutral,0.8745460510253906
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793163136601821184,neutral,0.8241775035858154
0,Watch on #Periscope: global warming Winston Neace https://t.co/TaPQ4b7EYJ,793164303968800768,neutral,0.9154278039932251
1,@bmastenbrook yes wrote that in 3rd yr Comp Sci ethics part. Was told by climate change denying Lecturer that I was wrong &amp; marked down.,793164419261865984,negative,0.6626825928688049
0,National Geographic's climate change doc with DiCaprio is on YouTube https://t.co/xJHabX2CUv,793165222718603265,neutral,0.8246089220046997
1,RT @RickyGoss: I don't get why climate change is a political issue when it is clearly a scientific fact.,793165643461828608,negative,0.645363986492157
0,How do ghosts cool their environment and could we use that to combat global warming? #funny,793165856553459712,neutral,0.7830550670623779
1,@sir_mycroft @Guiteric100 @rickygervais It's like not believing in global warming. You opposing war doesn't make the world a peaceful place.,793166227661172736,negative,0.7368727922439575
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793166365934792704,neutral,0.8241775035858154
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793166372079624193,neutral,0.8241775035858154
1,"RT @iansomerhalder: IF Millennials do NOT get out and vote we are doomed.This is OUR future.Lets do this.Fixing climate change, womens' rigÃ¢â‚¬Â¦",793167169177649152,neutral,0.47444790601730347
0,"RT @explicithooker: me: Leo come over
Leo: i can't im busy
me: my friend said global warming isn't real
Leo: https://t.co/kveRTYlpIi",793167508576604160,neutral,0.7932006120681763
0,"@alroker AL. I might be related to wright brothers, and i think I just solved global warming. I sent emails to everyone!",793168139777298432,positive,0.7682100534439087
1,"9 ways global warming is affecting daily life: Lakes disappearing, drinking water supply at risk https://t.co/TPK7Di859X via @EnvDefenseFund",793168556972183552,negative,0.5921682715415955
2,"#weather Mediterranean to become desert unless global warming limited to 1.5Ã‚Â°C, study warns Ã¢â‚¬â€œ Inhabitat https://t.co/xm4Zq3X8kp #forecast",793168958559952896,neutral,0.5955827832221985
2,"#weather Mediterranean to become desert unless global warming limited to 1.5Ã‚Â°C, study warns Ã¢â‚¬â€œ Inhabitat https://t.co/DJKmdnWYDa #forecast",793168974510821376,neutral,0.5785946249961853
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793169076113649664,neutral,0.8241775035858154
0,"RT @CatalyticRxn: Term 'global warming' was more controversial, among conservatives than 'climate change'. Liberals didn't care. #sciwri16",793169535264096256,negative,0.6403778791427612
0,Watch Leonardo DiCaprio's climate change documentary free for limited time https://t.co/xCXLUJ3WCC https://t.co/vfpPFL4039,793169754068512771,neutral,0.6482997536659241
2,RT @thinkprogress: Will global warming help drive record election turnout? https://t.co/r7M77EAXeC https://t.co/detOUvCCWr,793169883290820608,neutral,0.8260530829429626
2,Alberta Tories are losing a big issue they've used to attack Notley's approach to climate change. https://t.co/VFqCYcKmuR,793169987393482753,negative,0.7965760827064514
1,RT @_madisonwalsh_: if you don't believe in global warming come to tallahassee rn,793170553100263425,neutral,0.5287970304489136
1,RT @credfernjr: We just entered an alarming 'new era' of global warming https://t.co/WlTaD5O4km via @mashable,793171126775984129,neutral,0.6931654214859009
1,RT @retroJACE: global warming real as hell. al gore told us. leo dicaprio keep tryna tell us. its 82 degrees and its halloween. sumn aint rÃ¢â‚¬Â¦,793171794907664384,negative,0.5630387663841248
2,Listen to 58 years of climate change in one minute - PBS NewsHour https://t.co/Y49dKmP01S https://t.co/aPrUrG3tuC,793172113607852037,neutral,0.860324501991272
0,@RonBaalke @Newegg and with climate change we can expect asteroids to become more frequent and powerful,793172178250391552,neutral,0.7734785079956055
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793173062564872192,neutral,0.8241775035858154
1,RT @Jon_Pantaloon: I swear if it's 80 degrees on Christmas again I will personally defeat global warming. Revenge is a dish best-served cold,793174254611070976,negative,0.8155878186225891
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793174503790612480,neutral,0.8241775035858154
1,"@CertainSm1 IÃ¢â‚¬â„¢m creating a new think tank for climate change, would you join and post your tweet also at https://t.co/u1UbQXLmrF ?",793174766844805120,neutral,0.892667293548584
2,Recent pattern of cloud cover may have masked some global warming https://t.co/S3ahtG8xfC,793175610134855680,neutral,0.8766369223594666
2,Satellites help scientists see forests for the trees amid climate change https://t.co/WQVSXAmmOL via @physorg_com,793175693320396800,neutral,0.8334249258041382
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793175797985148928,neutral,0.8241775035858154
1,RT @NewsHour: Listen to 58 years of climate change in one minute https://t.co/3yHZ7omEsT (via @KUOW and @EarthFixMedia),793175991875088384,neutral,0.9050416350364685
2,RT @grist: .@LeoDiCaprioÃ¢â‚¬â„¢s new climate change film is now streaming https://t.co/fyeAxAr54C #BeforeTheFlood https://t.co/UYRZXfVWn2,793176939754299393,neutral,0.8065248131752014
2,Satellites help scientists see forests for the trees amid climate change - https://t.co/5BO6g7n50p https://t.co/VxlncRmFMf,793177948001939457,neutral,0.798678994178772
1,RT @retroJACE: global warming real as hell. al gore told us. leo dicaprio keep tryna tell us. its 82 degrees and its halloween. sumn aint rÃ¢â‚¬Â¦,793178079581659136,negative,0.5630387663841248
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793178337380298756,neutral,0.8241775035858154
1,RT @cieriapoland: this halloween gets a lot scarier when you consider that bc of global warming it's 80 degrees in October &amp; we are destroyÃ¢â‚¬Â¦,793178657523109888,negative,0.7462632656097412
1,"RT @GPUSyouth: Exactly, fixing the economy &amp; addressing climate change w/ an emergency #GreenNewDeal IS 'dire,' @MDSienzant. Ã°Å¸Å’Â³@LavenderGreeÃ¢â‚¬Â¦",793178862674776065,negative,0.7536094188690186
1,RT @cieriapoland: this halloween gets a lot scarier when you consider that bc of global warming it's 80 degrees in October &amp; we are destroyÃ¢â‚¬Â¦,793179254922051585,negative,0.7462632656097412
1,RT @smerconish: 'For there not to be a single question on climate change during the debates boggles the mind...' @MichaelEMann on #debate QÃ¢â‚¬Â¦,793179371163029509,neutral,0.5840165019035339
1,"Is this who we really want to be? A nation with a leader who promotes bigotry, racism, anti-women, anti-journalism, anti-climate change?",793180225093898240,negative,0.9266071915626526
1,RT @xeni: #Halloween's ok but if you really wanna get scared watch this new @NatGeoÃ¢â‚¬â€¹ climate change doc with @LeoDiCaprio https://t.co/rUFMÃ¢â‚¬Â¦,793180381470154753,neutral,0.6898976564407349
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793180871243235333,neutral,0.8241775035858154
1,"100% agree with @DrJillStein on climate change. The choices in this election look to be 100 steps backwards, 50 steps forward, or zero.",793181583348002817,positive,0.50407475233078
1,RT @BoingBoing: #Halloween's ok but if you really wanna get scared watch this new @NatGeoÃ¢â‚¬â€¹ climate change doc with @LeoDiCaprio https://t.cÃ¢â‚¬Â¦,793181783785345024,neutral,0.6809114813804626
0,75 degrees in StL on last day in October. I am all for this global warming hoax!,793194244034863105,negative,0.6670316457748413
1,Y'all still don't believe in global warming SMH https://t.co/T4Bdp0BSMJ,793194502538268672,negative,0.7770596146583557
1,Everyone must watch #BeforetheFlood. Great documentary produced by @LeoDiCaprio &amp; his team showing effects of climate change. Eye-opening,793194536608595969,positive,0.9610714912414551
-1,"@AngieNBC6 you do understand that climate change is natural, not necessarily caused by humans. It snowed in Miami, and the atlantic froze",793195493568413696,neutral,0.6881653666496277
2,Recent pattern of cloud cover may have masked some global warming https://t.co/GmEGtigEhk,793196126363062274,neutral,0.8785791397094727
0,"Google is being very odd, we know they manipulate search results, but I woke up to a climate change documentary loaded up on YouTube...(1/2)",793196495944097792,negative,0.8070859909057617
1,RT @GreenPartyUS: The human cost of climate change is too high. We need to get off fossil fuels and on to renewable energy by 2030 if we hoÃ¢â‚¬Â¦,793196617402679296,negative,0.7042668461799622
0,RT @COP22: In 4 days the most ambitious climate change agreement in history enters into force. Have you read #ParisAgreement?Ã¢â‚¬Â¦,793197191443603456,positive,0.7017046213150024
1,RT @JuanH_18: it's the last day of fucking October and it feels like fucking spring smh shout out fucking global warming one time,793197468116668416,negative,0.873967707157135
0,Niggas asked me what my inspiration was l said global warming.,793197681317412864,neutral,0.5526210069656372
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793198030895874049,neutral,0.8241775035858154
0,"They ask me my inspiration I tell em global warming, too cozy",793198718279258113,neutral,0.6689407229423523
2,"RT @s_guilbeault: Canada not ready for climate change, report warns https://t.co/5YWljFkdA3",793199531127078916,negative,0.4921104907989502
1,Probably the scariest thing you'll watch this Halloween. Leonardo Di Caprio's climate change documentary https://t.co/yOYFB5Oi2P,793200112382115840,negative,0.8612330555915833
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793200362610012160,neutral,0.8241775035858154
1,RT @NatGeoChannel: One of the easiest ways to help combat climate change in your daily life is to stop eating beef. Here's why:Ã¢â‚¬Â¦,793200394591674368,neutral,0.5087893009185791
1,RT @cieriapoland: this halloween gets a lot scarier when you consider that bc of global warming it's 80 degrees in October &amp; we are destroyÃ¢â‚¬Â¦,793202383396274176,negative,0.7462632656097412
1,RT @UNHumanRights: Main emitters of greenhouse gas must help vulnerable countries like Madagascar avoid worst effects of climate change httÃ¢â‚¬Â¦,793202953922473984,neutral,0.7278873324394226
1,"RT @adamelman: 8 disgusting side effects of climate change
https://t.co/LrwfTzF3XG",793204013034602496,neutral,0.4922029376029968
1,RT @NatGeoChannel: One of the easiest ways to help combat climate change in your daily life is to stop eating beef. Here's why:Ã¢â‚¬Â¦,793204092441137152,neutral,0.5087893009185791
1,RT @jankivelli: global warming is so real man.,793204322083274752,neutral,0.5122902393341064
2,RT @GlobalWarming36: Recent pattern of cloud cover may have masked some global warming - Ars Technica https://t.co/L15R1QEA8J,793204747494825984,neutral,0.9024215340614319
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793205979487895552,neutral,0.8241775035858154
1,RT @SenSanders: The Dakota Access Pipeline would be a huge blow to our fight against climate change. #NoDAPL https://t.co/47m6yUu4m5,793206517629497344,negative,0.8574981689453125
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793207429303508993,neutral,0.8241775035858154
1,@POTUS watching @LeoDiCaprio docu. Funny you talk up doing something about climate change yet do nothing on #DAPL #NoDAPL #ClimateAction,793208140636364800,negative,0.805992841720581
2,RT @YEARSofLIVING: Celeb-packed 'Years of Living Dangerously' wants to make climate change a voting issue https://t.co/JLCnrZMtuv viaÃ¢â‚¬Â¦,793208575308988416,negative,0.6161205172538757
1,RT @NatureEcoEvo: Using palaeoecological data increases magnitude of predicted plant species response to climate changeÃ¢â‚¬Â¦,793208622935265281,neutral,0.9055346846580505
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793208761221459969,neutral,0.8241775035858154
0,RT @COP22: In 4 days the most ambitious climate change agreement in history enters into force. Have you readÃ¢â‚¬Â¦Ã¢â‚¬Â¦Ã¢â‚¬Â¦Ã¢â‚¬Â¦Ã¢â‚¬Â¦Ã¢â‚¬Â¦ https://t.co/KqFyyWF8uD,793209818219581440,positive,0.7656744718551636
0,"@highwaystarzo 1 of the benefits of global warming &amp; international terrorism,is that more people are holidaying in England,ill drink to that",793210532618698752,neutral,0.39617130160331726
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793210653867663360,neutral,0.8241775035858154
1,@TL_Wiese @HillaryClinton @realDonaldTrump He's hot headed and vindictive. He's pro use of nukes. He thinks climate change is a hoax.,793210870323109890,negative,0.9154481291770935
1,Thinking wonÃ¢â‚¬â„¢t stop climate change https://t.co/X2UMmx3VZ1,793211010949656576,negative,0.5609972476959229
0,RT @ddale8: Trump again vows to cancel the US contribution to the UN climate change program and spend it on clean water and clean air in AmÃ¢â‚¬Â¦,793211371546611712,neutral,0.6489335298538208
1,"RT @PCGTW: If you want to fight climate change, you must fight to #StopTPP says @foe_us ' @wwaren1 https://t.co/F9c78bvNj5 https://t.co/GPZÃ¢â‚¬Â¦",793211494317985792,neutral,0.7882768511772156
1,@fisherstevensbk #beforetheflood taught me more about climate change than my entire formal education!! insightful and bold!!,793211788762296320,positive,0.9516499638557434
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793211847776333824,neutral,0.8241775035858154
1,"Im constantly on the verge of a climate change rampage 
WE ARE KILLING EARTH PEOPLE WAKE UP",793212518965518336,negative,0.9031888246536255
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793213258824032256,neutral,0.603547215461731
0,"@michellemalkin Trump wins election &amp; he is now a catalyst for climate change in Wash. No more cush jobs, they will be accountable,nopension",793214420247805952,neutral,0.5382423400878906
1,RT @BitsieTulloch: Happy Ã°Å¸â€™â‚¬Ã°Å¸Å½Æ’Ã°Å¸â€¢Â¸! Want to see something truly scary? @NatGeo &amp; @LeoDiCaprio made a great documentary about global warming: httpÃ¢â‚¬Â¦,793214562908733440,positive,0.8915139436721802
